timestamp,lat,long,brand,model,constrYear,color,passengers,abLeftFront,abRightFront,abLeftMid,abRightMid,tireLeftFront,tireRightFront,tireLeftRear,tireRightRear,windowFront,windowLeftFront,windowRightFront,windowLeftRear,windowRightRear,windowRear,v10SecAgo,v5SecAgo,v3SecAgo,v2SecAgo,v1SecAgo
2442,43.63896,-79.40064,Chevrolet,Impala,2003,silver,5,True,True,True,True,True,False,True,True,True,True,False,False,False,True,189,193,205,110,99
2452,43.69578,-79.450385,Chevrolet,Silverado,2003,silver,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,56,55,31,12,13
2459,43.636394,-79.399732,GMC,Yukon,2001,purple,2,False,True,True,True,False,False,False,False,False,False,False,False,False,True,38,37,39,25,24
2460,43.688355,-79.48365,Ford,Escape,2014,green,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,67,38,25,27,18
2466,43.649963,-79.391135,GMC,Danyon,2006,gray,5,True,True,True,True,False,False,False,True,True,True,True,False,False,False,164,143,147,121,107
2470,43.674859,-79.407183,Audi,A5,2013,gray,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,5,5,3,3,2
2475,43.656441,-79.407638,VW,Tiguan,2008,white,5,True,False,True,True,False,False,True,False,False,False,False,False,False,True,98,86,62,39,31
2483,43.642392,-79.383956,KIA,Carens,2002,silver,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,190,163,88,37,15
2487,43.642314,-79.383933,BMW,1er,2002,white,4,True,True,False,True,False,False,False,False,False,False,False,False,False,False,57,52,58,30,13
2496,43.644711,-79.391796,Honda,CR-V,2011,gray,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,9,5,6,5
2501,43.642616,-79.402281,Mercedes,G-Klasse,2008,white,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,17,10,8,7,2
2507,43.638921,-79.400697,Hyundai,Tucson,2014,black,4,True,True,True,True,True,False,False,True,True,False,False,False,False,True,153,146,121,131,114
2508,43.642377,-79.383973,Audi,A5,2006,white,3,True,True,False,False,False,False,False,False,True,False,False,False,False,False,142,140,70,79,37
2510,43.641429,-79.398891,Toyota,Corolla,2006,purple,4,True,True,True,True,True,True,False,False,True,False,True,False,True,True,193,136,131,144,116
2520,43.638838,-79.39238,Toyota,Auris,2014,silver,2,True,True,True,True,True,False,True,False,False,True,True,True,True,True,188,142,158,69,49
2530,43.65235,79.406123,KIA,Rio,2004,white,1,True,False,False,True,True,True,False,False,False,True,False,False,False,False,211,187,162,161,63
2539,43.636392,-79.39979,BMW,X5,2006,red,3,True,True,True,False,True,True,True,False,False,True,False,False,True,False,151,138,151,143,46
2545,43.653167,-79.375663,Mercedes,C-Klasse,2013,black,3,True,True,True,True,True,False,True,False,True,False,True,True,True,False,186,144,135,93,61
2550,43.638932,-79.400667,GMC,Danyon,2003,red,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,62,73,68,35,38
2551,43.652189,-79.368569,KIA,K900,2011,silver,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,23,23,18,7,7
2561,43.69394,-79.462196,GMC,Danyon,2013,white,1,True,True,True,True,True,False,True,False,True,False,False,False,False,True,67,74,59,27,8
2564,43.652124,-79.368593,VW,Tiguan,2001,white,2,True,True,True,True,True,True,False,True,True,False,True,True,True,True,210,208,123,104,94
2567,43.653181,-79.375609,BMW,3er,2004,black,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,86,95,75,52,27
2571,43.640674,-79.383318,KIA,Sportage,2004,gray,3,True,True,False,False,False,False,False,False,True,False,False,False,False,False,57,43,30,15,8
2573,43.640684,-79.383305,KIA,Rio,2009,blue,1,True,False,True,False,False,False,False,False,False,True,False,True,False,True,185,199,199,119,85
2575,43.644312,-79.376979,Chevrolet,Impala,2016,white,3,False,False,True,True,False,False,False,False,False,False,False,False,False,True,14,18,16,6,5
2576,43.652195,-79.368506,BMW,1er,2013,silver,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,59,63,66,40,21
2586,43.641418,-79.398817,BMW,5er,2015,silver,2,True,True,False,False,False,False,False,False,True,False,False,False,False,False,48,43,35,26,18
2594,43.642309,-79.383927,Chevrolet,Suburban,2007,green,4,True,True,True,True,False,True,False,True,False,True,True,True,True,False,74,84,93,93,76
2604,43.636306,-79.399796,Hyundai,Santa Fe,2002,blue,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,145,87,43,19,19
2608,43.649961,-79.391126,GMC,Terrain,2001,black,3,True,False,False,True,False,False,True,False,False,False,False,False,True,True,172,179,94,64,38
2615,43.645473,-79.395285,VW,Tiguan,2007,blue,1,True,True,True,True,False,False,True,True,True,True,True,True,False,False,107,109,137,88,50
2622,43.636361,-79.399775,Toyota,Auris,2008,red,4,True,True,True,True,False,False,False,False,False,False,True,False,False,True,83,105,125,54,26
2623,43.63898,-79.400687,GMC,Danyon,2014,silver,3,True,False,True,True,False,False,False,False,False,False,False,False,False,True,174,168,123,52,46
2633,43.652372,79.406168,Chevrolet,Camaro,2013,blue,5,True,False,False,True,True,False,True,True,True,True,False,False,False,False,118,120,154,130,45
2640,43.636394,-79.399735,GMC,Sierra,2016,white,2,True,True,True,True,False,False,False,False,False,False,False,False,True,True,66,59,64,53,55
2650,43.648797,-79.396467,VW,Jetta,1997,gray,4,True,True,True,True,False,True,False,True,True,True,True,True,True,True,142,166,94,111,62
2657,43.652358,79.40617,Buick,Lacrosse,2015,gray,2,True,True,True,True,False,False,False,False,True,False,False,False,False,True,115,113,104,79,65
2667,43.648773,-79.396498,Fiat,500,2004,blue,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,77,58,65,75,36
2673,43.693125,-79.462163,Chevrolet,Camero,2008,black,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,66,81,58,24,22
2679,43.644315,-79.376955,Honda,Jazz,2005,blue,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,63,55,55,25,27
2687,43.644738,-79.391749,Hyundai,Sonata,2009,gray,5,True,True,False,True,False,False,False,False,False,False,True,False,False,False,194,99,51,38,34
2695,43.640647,-79.38339,Toyota,Auris,2011,purple,3,True,True,True,True,True,True,False,True,False,False,True,True,True,False,107,95,120,83,70
2700,43.64541,-79.395249,VW,Golf,2007,blue,3,True,True,False,True,False,False,False,False,False,True,False,False,False,False,173,152,111,57,26
2710,43.648753,-79.39645,Chevrolet,Camero,2015,blue,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,143,84,104,87,34
2711,43.648702,-79.396401,Chevrolet,Colorado,2007,black,3,True,True,True,True,True,False,False,False,False,True,False,False,True,True,193,149,114,108,54
2714,43.695706,-79.450338,GMC,Yukon,1998,white,2,True,False,True,True,False,False,False,False,False,False,False,False,False,True,2,2,1,1,0
2717,43.640657,-79.383348,KIA,Sedona,2008,red,4,False,True,True,True,False,True,True,False,False,True,False,False,True,False,198,107,110,100,104
2718,43.658544,-79.384844,Hyundai,Sonata,2011,black,4,True,True,True,True,False,False,False,False,False,False,False,False,False,True,109,77,96,65,64
2728,43.641996,-79.401829,Buick,Verano,2010,silver,5,True,True,True,True,False,True,True,True,False,False,True,False,False,True,147,109,122,102,77
2738,43.652113,-79.368599,Ford,S-Max,2000,silver,5,True,True,True,True,False,True,True,False,True,True,True,False,True,False,142,179,192,87,69
2741,43.652307,79.406181,GMC,Danyon,2015,gray,5,False,True,False,False,False,False,False,False,True,True,False,False,False,False,118,73,62,45,24
2750,43.638846,-79.39278,Audi,A4,2004,blue,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,184,94,99,51,39
2754,43.654851,-79.376568,VW,Passat,2002,white,3,True,True,True,True,False,True,False,True,True,False,True,True,True,True,215,193,143,69,48
2763,43.64585,-79.397544,Audi,A5,2002,silver,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1
2768,43.641496,-79.39882,Ford,Escape,2016,black,5,True,True,True,True,False,False,False,False,False,False,False,False,False,True,87,44,56,30,13
2769,43.656492,-79.407685,Ford,Focus,2008,blue,3,True,True,True,True,False,False,False,False,True,False,False,False,False,False,155,82,65,67,68
2774,43.636306,-79.399789,Toyota,Verso,2005,gray,1,True,True,True,True,True,True,True,True,False,False,True,True,False,False,206,105,98,86,84
2778,43.652166,-79.368518,Hyundai,Elantra,2011,white,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,26,27,25,28,13
2782,43.65794,-79.36551,Mercedes,B-Klasse,2009,black,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56,42,47,24,13
2789,43.642313,-79.383926,Toyota,Yaris,2015,black,1,False,True,True,False,False,False,False,False,True,False,False,False,True,True,39,33,33,32,35
2795,43.688395,-79.48343,Ford,Fusion,2006,yellow,1,True,True,True,False,False,False,False,False,True,False,False,True,False,False,77,71,87,98,61
2798,43.658556,-79.38482,Audi,A6,2000,white,2,True,True,True,True,True,True,True,True,True,False,False,False,True,True,195,243,242,129,53
2802,43.641983,-79.401824,Honda,Jazz,2014,white,5,True,True,False,True,False,True,False,True,False,True,False,False,False,False,9,4,5,6,3
2805,43.69576,-79.450391,Buick,Verano,2005,gray,4,True,False,True,True,False,False,False,False,True,False,False,False,False,False,36,45,38,41,45
2810,43.636333,-79.399729,Hyundai,Elantra,2002,white,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,94,73,41,22,21
2819,43.640613,-79.383351,Ford,Explorer,2013,gray,3,True,True,False,True,True,True,False,True,False,False,False,True,False,True,215,164,95,113,119
2827,43.642394,-79.383991,Mercedes,E-Klasse,2016,silver,4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,107,119,63,32,34
2837,43.648758,-79.396412,Ford,Fusion,2002,black,1,True,True,True,True,True,True,True,True,True,True,False,False,False,False,125,141,138,90,92
2839,43.645497,-79.395299,Buick,Lacrosse,2012,silver,5,True,True,True,True,True,True,False,False,False,True,True,False,False,True,122,138,176,201,117
2843,43.640658,-79.383327,Chevrolet,Camaro,2014,blue,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,16,18,17,18,9
2853,43.64197,-79.401854,Buick,Regal,2010,black,2,True,False,True,True,True,False,True,True,True,True,True,True,False,False,147,134,174,196,131
2854,43.652316,79.406155,Mercedes,A-Klasse,2005,white,4,True,True,True,True,False,False,False,True,True,False,False,False,False,True,196,149,117,68,46
2861,43.644788,-79.391742,GMC,Yukon,2005,red,3,False,True,True,True,False,False,False,True,False,False,False,False,False,False,64,60,61,39,40
2864,43.642371,-79.383991,KIA,Cadenza,2010,green,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,119,60,64,59,30
2870,43.656415,-79.40765,GMC,Danyon,2010,white,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,192,222,129,115,35
2878,43.636396,-79.399761,VW,Tiguan,2015,yellow,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,78,77,83,47,20
2885,43.645402,-79.395262,Toyota,Auris,2014,white,5,True,False,True,True,False,False,False,False,False,False,False,False,False,True,16,8,6,6,1
2891,43.638924,-79.400662,KIA,Optima,2011,silver,4,False,True,True,False,False,False,False,False,False,False,False,False,False,True,134,151,94,76,35
2892,43.695742,-79.450389,Honda,Civic Tourer,2003,white,3,True,True,True,True,True,True,False,True,True,True,True,False,True,True,195,146,163,71,57
2900,43.648735,-79.396436,Ford,Focus,1997,red,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,113,61,32,23
2902,43.644755,-79.384908,Toyota,Verso,1999,purple,4,True,True,True,True,True,False,True,True,False,False,True,False,False,True,197,173,130,139,111
2912,43.644706,-79.384921,KIA,Sportage,2004,black,3,True,True,True,True,False,False,False,False,True,False,False,False,False,False,76,42,43,47,44
2918,43.64544,-79.395264,Ford,Focus,2001,white,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,75,63,41,20,12
2920,43.638903,-79.400632,Mercedes,G-Klasse,2005,blue,1,True,True,True,False,True,False,False,True,True,False,True,True,False,True,123,91,115,118,99
2923,43.638903,-79.400608,VW,Tiguan,2012,silver,5,True,True,True,True,False,False,False,False,False,False,True,False,True,False,98,77,68,78,69
2933,43.653108,-79.375637,KIA,Sportage,2003,gray,4,False,False,True,True,False,False,False,False,False,False,False,False,False,True,23,26,18,14,5
2938,43.636327,-79.399743,Honda,Jazz,2010,blue,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57,53,26,28,20
2947,43.642393,-79.383912,BMW,X3,2006,black,1,True,True,True,True,False,True,False,False,True,False,False,True,False,True,200,220,150,136,146
2952,43.652135,-79.368579,Audi,A6,2007,white,4,True,True,True,True,False,True,False,True,False,False,False,True,True,True,210,187,174,168,79
2961,43.644799,-79.384975,Toyota,Corolla,1998,white,4,True,True,True,True,False,False,True,False,True,False,False,False,False,True,182,98,114,69,68
2970,43.644736,-79.384927,Ford,Explorer,2005,white,3,True,True,False,True,False,False,False,True,False,False,True,False,False,False,36,39,48,19,8
2975,43.649916,-79.391186,Buick,Verano,2008,silver,1,False,True,True,False,True,False,False,False,False,False,True,True,False,False,50,62,76,52,23
2981,43.641494,-79.398883,Hyundai,Sonata,2012,white,5,True,True,True,False,False,False,True,False,False,False,True,True,False,False,153,188,153,143,80
2986,43.656479,-79.407626,VW,Jetta,2016,blue,1,True,False,True,True,False,True,True,True,False,True,True,True,True,True,135,163,117,106,93
2992,43.65318,-79.375624,Chevrolet,Suburban,2006,silver,2,True,False,True,True,False,False,False,True,True,True,False,False,False,False,198,224,170,197,189
2994,43.644718,-79.391754,Fiat,500,2000,white,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,145,102,68,40,15
3000,43.644724,-79.384943,Ford,S-Max,2001,black,4,True,True,True,False,False,False,True,False,False,False,False,False,False,False,40,27,28,11,9
3003,43.649948,-79.391117,BMW,X3,2003,black,3,True,True,True,True,False,True,False,False,False,True,True,False,False,False,188,187,172,113,116
3011,43.638951,-79.4006,GMC,Terrain,2002,black,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,135,84,51,41,15
3017,43.638859,-79.39226,Toyota,Corolla,2010,black,2,True,True,False,False,False,False,False,False,True,False,False,False,False,False,98,99,84,64,31
3024,43.638889,-79.39212,Buick,Lacrosse,2015,silver,4,True,True,False,True,False,False,False,False,True,False,False,False,False,False,30,34,21,19,16
3033,43.654808,-79.376563,KIA,Optima,1999,green,1,False,True,True,False,False,False,False,False,True,False,True,False,False,False,35,27,26,16,14
3042,43.652188,-79.368509,Chevrolet,Impala,2007,black,2,True,True,True,True,False,False,False,False,True,False,False,False,False,False,117,113,103,70,59
3047,43.644719,-79.391744,Honda,Civic Tourer,2007,black,4,True,True,True,True,False,False,False,False,True,False,False,False,False,True,32,39,23,13,8
3051,43.645483,-79.395278,Audi,Q7,2013,black,1,False,False,True,True,False,False,True,True,True,True,False,True,False,False,187,217,210,194,138
3060,43.649961,-79.391185,Hyundai,Accent,2007,black,2,True,True,True,True,False,True,True,False,False,True,True,False,True,False,182,155,146,132,46
3065,43.647418,-79.398629,GMC,Yukon,2012,white,3,True,True,True,True,False,False,False,False,True,False,False,False,False,False,68,81,62,65,66
3067,43.648745,-79.396458,BMW,1er,2008,gray,5,True,True,False,False,False,False,False,False,False,True,False,False,False,False,35,36,30,29,17
3073,43.636355,-79.399705,Ford,Superduty,2000,white,5,False,False,True,True,False,False,False,False,False,False,False,False,False,True,174,101,89,65,48
3075,43.642384,-79.383938,Ford,Focus,2000,white,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,74,66,71,54,29
3085,43.636364,-79.399776,Honda,HR-V,2000,white,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,59,40,47,48,43
3086,43.65219,-79.368557,Ford,Fusion,2016,blue,4,True,True,False,True,False,False,False,True,False,False,False,False,False,False,9,8,5,4,2
3095,43.654861,-79.376504,VW,Jetta,2004,white,1,True,True,False,True,False,False,False,False,True,False,False,False,False,False,121,111,56,37,13
3102,43.674835,-79.407179,Honda,Jazz,2013,yellow,1,False,False,True,True,False,True,True,False,False,False,False,False,True,True,187,128,158,163,104
3106,43.649917,-79.391142,KIA,Rio,2015,black,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,204,155,78,39,34
3112,43.63892,-79.400659,Chevrolet,Camaro,1998,white,1,True,True,True,True,True,False,True,True,False,True,False,False,True,False,150,185,221,169,140
3116,43.638836,-79.39205,Honda,Civic Limousine,2007,blue,5,True,True,True,False,False,False,False,False,True,False,False,False,False,True,29,25,32,21,23
3117,43.641952,-79.401818,Chevrolet,Impala,2009,gray,4,False,False,True,True,False,False,False,False,False,False,False,False,False,True,18,14,16,12,12
3124,43.642669,-79.402285,BMW,3er,1999,black,4,True,True,False,False,False,False,False,False,True,False,False,False,False,False,9,7,3,3,0
3132,43.69381,-79.462175,Chevrolet,Impala,1997,purple,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,113,86,68,49,20
3142,43.648772,-79.396476,Ford,Focus,2004,gray,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16,18,12,8,6
3143,43.63639,-79.399754,Toyota,Corolla,2014,black,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,171,189,147,72,26
3151,43.638998,-79.400648,Chevrolet,Sonic,2015,white,3,True,True,False,False,False,False,False,False,True,False,False,False,False,False,6,5,5,5,5
3158,43.638845,-79.39213,GMC,Terrain,2006,blue,1,True,True,True,True,False,False,False,False,True,False,False,False,False,True,70,65,78,81,64
3160,43.642347,-79.383904,Porsche,GT3,1998,black,1,True,False,True,True,True,False,False,False,False,False,False,False,False,False,83,90,72,42,28
3169,43.652118,-79.36852,Audi,Q5,2005,yellow,2,True,True,True,False,False,False,False,False,True,False,False,False,False,False,46,38,44,35,38
3178,43.636399,-79.399798,Toyota,Auris,2002,blue,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,58,31,31,31,27
3187,43.69387,-79.462117,VW,Golf,2003,white,4,True,True,True,True,False,False,False,False,True,False,False,False,True,False,74,38,36,22,8
3188,43.638816,-79.39209,Honda,Civic Limousine,2007,white,1,True,True,True,True,False,False,False,False,True,False,False,False,False,True,77,41,38,45,24
3195,43.648779,-79.396426,KIA,Cadenza,2007,gray,5,True,True,False,True,False,False,False,False,True,False,False,False,False,False,158,162,93,82,77
3205,43.64234,-79.383972,Toyota,Corolla,1999,green,5,True,True,True,False,True,True,False,True,True,False,False,True,False,True,138,108,139,128,102
3213,43.642307,-79.383946,KIA,Sedona,2001,white,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,79,59,49,31,20
3216,43.641495,-79.398878,VW,Passat,2011,gray,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,130,121,79,41,36
3220,43.653131,-79.375623,Buick,Regal,2001,blue,3,True,True,True,True,False,True,True,True,True,True,False,True,False,True,182,129,102,108,115
3226,43.636399,-79.399788,Audi,A5,2001,blue,3,True,False,True,True,False,False,False,False,False,False,False,False,False,True,137,135,107,51,31
3233,43.638941,-79.400666,KIA,Cadenza,2003,white,2,True,True,False,True,False,True,False,True,False,True,True,True,False,False,122,140,153,92,84
3243,43.69315,-79.462189,Chevrolet,Camaro,2005,black,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,8,8,9,10,8
3252,43.640604,-79.383383,Chevrolet,Malibu,2013,white,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,92,62,50,50,24
3253,43.640624,-79.3833,Toyota,Corolla,2013,white,5,True,False,True,True,False,False,False,False,False,False,False,False,True,True,11,7,7,5,3
3258,43.64565,-79.397552,Chevrolet,Silverado,2015,white,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,77,59,34,21,21
3259,43.636315,-79.399701,Chevrolet,Sonic,2002,black,3,False,True,True,False,False,True,True,False,True,False,False,False,False,False,41,29,25,12,4
3269,43.656494,-79.407668,Ford,Mustang,2004,black,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,26,13,13,7
3274,43.641424,-79.398814,Buick,Lacrosse,1999,white,1,True,True,True,True,True,False,True,True,False,False,True,False,True,True,130,158,184,208,144
3281,43.63899,-79.400674,BMW,4er,2015,black,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,93,50,61,32,19
3285,43.693186,-79.462196,Ford,Superduty,2003,red,3,True,True,False,False,False,False,True,False,False,False,False,False,False,False,141,126,78,59,21
3289,43.645466,-79.395236,BMW,4er,2014,silver,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,84,103,66,57,37
3292,43.652346,79.406183,Toyota,Corolla,2001,yellow,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,206,179,108,58,32
3297,43.652323,79.406195,Ford,Fiesta,2011,black,5,True,True,True,True,False,True,True,False,True,True,False,False,False,True,220,261,229,124,133
3298,43.642374,-79.383962,Hyundai,Sonata,2000,gray,3,True,True,True,True,False,False,True,False,True,False,True,True,True,False,198,128,160,110,59
3307,43.640659,-79.383346,Ford,Explorer,2016,blue,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,74,84,63,42,29
3315,43.695758,-79.450386,Hyundai,Elantra,2016,black,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,52,33,34,39,13
3319,43.638875,-79.39263,Ford,Escape,1999,blue,3,True,True,True,True,False,False,False,False,True,False,True,False,False,True,57,43,48,51,49
3327,43.640671,-79.383309,Ford,C-Max,2006,gray,1,True,True,True,True,False,False,True,False,True,False,False,False,False,True,39,44,40,17,15
3329,43.642387,-79.383987,Buick,Regal,2014,white,1,True,True,False,True,False,False,False,False,True,False,False,False,False,True,109,94,101,45,14
3335,43.67489,-79.407143,Toyota,Yaris,2003,red,4,True,True,False,True,False,False,True,True,True,True,False,True,True,True,187,111,127,110,78
3338,43.653157,-79.375603,Toyota,Auris,2016,white,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,33,16,15,15,6
3345,43.695785,-79.450305,VW,Golf,2010,black,5,True,True,True,True,False,True,True,True,True,False,True,True,False,False,135,103,99,108,109
3350,43.638821,-79.39282,Buick,Cascada,2003,gray,3,True,True,True,True,True,True,True,True,False,True,False,False,False,True,132,153,114,113,93
3354,43.640618,-79.383391,Mercedes,E-Klasse,2009,white,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,110,102,56,53,34
3360,43.652355,79.406109,Fiat,Punto,2005,silver,5,True,True,True,True,False,True,False,False,False,False,False,False,False,False,139,152,92,55,53
3367,43.63887,-79.39287,Hyundai,Santa Fe,2002,yellow,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,16,13,11,8,8
3369,43.693187,-79.462145,Audi,A5,2002,white,4,True,False,True,True,False,False,False,False,True,False,False,False,False,True,116,105,123,64,36
3378,43.636337,-79.399761,KIA,K900,2006,yellow,3,True,True,True,True,False,True,True,False,True,False,False,True,False,False,175,144,128,148,155
3383,43.652123,-79.368563,Buick,Verano,2015,yellow,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False,206,114,121,56,51
3391,43.644754,-79.391773,Chevrolet,Suburban,2003,white,5,True,True,True,True,True,True,False,True,True,True,False,False,True,True,172,204,109,87,95
3400,43.638917,-79.400624,GMC,Yukon,1998,red,4,False,False,True,True,False,False,False,False,False,False,False,True,False,True,42,45,28,15,8
3404,43.674882,-79.407105,Toyota,Corolla,2016,red,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,52,44,32,36,38
3413,43.695786,-79.450361,Toyota,Corolla,2007,white,3,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6,6,4,2,1
3415,43.64149,-79.398863,GMC,Danyon,2003,gray,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,32,22,14,6,1
3420,43.642365,-79.383969,Honda,Civic Limousine,2001,black,5,False,True,True,True,False,True,True,True,True,False,True,True,True,True,207,208,119,115,117
3428,43.641948,-79.401876,Chevrolet,Tahoe,2016,white,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,9,5,5,5
3432,43.644719,-79.384999,BMW,1er,2012,white,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,171,115,123,72,35
3439,43.64264,-79.402238,GMC,Terrain,1998,white,3,True,True,True,True,False,True,True,True,False,True,False,True,False,False,168,137,112,88,79
3443,43.652343,79.406198,Mercedes,E-Klasse,1999,blue,1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,37,44,41,21,15
3448,43.69575,-79.450363,Toyota,Corolla,1998,gray,1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,82,78,48,32,34
3455,43.688342,-79.48323,Ford,Superduty,2011,black,2,True,True,True,False,True,True,False,False,True,True,False,False,False,False,190,213,252,209,186
3458,43.652163,-79.36854,Fiat,500,2010,silver,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,67,64,71,35,29
3464,43.693164,-79.462128,Hyundai,Tucson,2013,white,2,True,True,False,True,False,False,False,False,True,False,False,False,False,False,172,124,114,83,41
3474,43.695732,-79.450358,KIA,Sportage,2016,white,3,True,True,True,True,True,True,True,True,True,False,False,True,False,False,207,179,127,119,84
3477,43.640607,-79.383314,Chevrolet,Colorado,2013,black,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,104,87,97,56,38
3487,43.642398,-79.383994,BMW,X5,2004,blue,2,False,False,True,True,False,False,True,False,False,False,False,False,False,True,37,39,22,15,5
3496,43.654881,-79.376515,GMC,Yukon,2005,silver,3,True,True,True,True,True,True,True,True,True,False,False,True,True,True,91,109,105,113,124
3497,43.640663,-79.383339,Audi,A6,2002,white,4,True,True,False,True,False,False,False,False,True,False,False,False,False,False,114,108,84,94,77
3500,43.653185,-79.375601,GMC,Danyon,1997,black,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,58,55,55,61,23
3502,43.641444,-79.398875,Mercedes,C-Klasse,2014,red,5,False,True,True,True,False,True,False,False,False,False,True,False,True,True,61,49,62,54,56
3509,43.642319,-79.383973,Chevrolet,Malibu,2003,white,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,18,10,8,8,5
3518,43.688385,-79.48341,Ford,Focus,2009,blue,4,True,True,True,True,False,False,False,True,False,True,True,True,True,True,190,199,257,102,79
3528,43.642372,-79.383963,Hyundai,Elantra,2008,gray,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,75,70,40,31,18
3538,43.652364,79.406188,Hyundai,Elantra,2010,gray,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,82,86,47,30,22
3548,43.642396,-79.383984,GMC,Danyon,2002,gray,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,69,34,27,10,8
3555,43.642328,-79.383909,Ford,Fusion,2005,white,2,True,True,True,True,False,False,False,False,True,False,False,False,False,True,177,129,105,42,41
3565,43.652206,-79.401184,Ford,Escape,2008,black,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,50,26,25,27,25
3567,43.645456,-79.395256,VW,Golf,2012,black,3,True,True,False,False,False,True,False,False,True,True,True,True,False,False,101,129,147,136,94
3576,43.636388,-79.399751,Audi,A5,2012,red,3,True,True,True,True,True,False,True,False,True,True,True,True,True,False,220,135,158,95,71
3583,43.638815,-79.39239,GMC,Terrain,2001,blue,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,23,29,17,6,4
3590,43.638994,-79.400696,Audi,A3,2008,black,3,True,False,True,True,False,False,False,False,False,False,False,False,False,True,109,64,59,28,18
3592,43.641451,-79.398817,Toyota,Avensis,2014,gray,4,True,True,True,True,True,True,True,False,True,True,True,False,False,True,198,209,132,149,104
3600,43.649921,-79.391144,Mercedes,E-Klasse,2006,blue,3,True,True,True,True,False,False,False,False,True,True,False,False,False,False,68,66,63,59,49
3602,43.645422,-79.395243,Chevrolet,Tahoe,2004,silver,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,75,58,49,28,9
3605,43.69343,-79.462153,GMC,Danyon,2001,gray,3,True,True,False,True,False,False,False,False,True,False,False,False,False,True,189,179,94,49,47
